"","Year","X","State","Wage","Total","Number","Standard.error","Percent","Standard.error.1","Fed","Annual","Index","RealWage"
"602",1996,99,"Arkansas",4.25,"2,606","449",52,17.2,1.83,0,165.6,1.43657608695652,6.10544836956522
"603",1996,128,"California",4.25,"32,305","5,472",268,16.9,0.76,0,165.6,1.43657608695652,6.10544836956522
"604",1996,157,"Colorado",3,"3,869","412",63,10.6,1.54,0,165.6,1.43657608695652,4.30972826086957
"605",1996,186,"Connecticut",4.27,"3,341","392",64,11.7,1.79,0,165.6,1.43657608695652,6.13417989130435
"606",1996,215,"Delaware",4.65,"732","63",12,8.6,1.56,0,165.6,1.43657608695652,6.68007880434783
"607",1996,244,"Federal",4.25,NA,NA,NA,NA,NA,0,165.6,1.43657608695652,6.10544836956522
"608",1996,273,"Florida",4.25,"14,343","2,037",143,14.2,0.92,1,165.6,1.43657608695652,6.10544836956522
"609",1996,302,"Georgia",3.25,"7,390","1,097",126,14.8,1.58,0,165.6,1.43657608695652,4.6688722826087
"610",1996,331,"Hawaii",5.25,"1,172","142",23,12.1,1.82,0,165.6,1.43657608695652,7.54202445652174
"611",1996,360,"Idaho",4.25,"1,185","140",20,11.9,1.57,0,165.6,1.43657608695652,6.10544836956522
"612",1996,389,"Illinois",4.25,"11,810","1,429",121,12.1,0.97,0,165.6,1.43657608695652,6.10544836956522
"613",1996,418,"Indiana",3.35,"5,681","428",78,7.5,1.33,0,165.6,1.43657608695652,4.81252989130435
"614",1996,447,"Iowa",4.65,"2,898","279",45,9.6,1.49,0,165.6,1.43657608695652,6.68007880434783
"615",1996,476,"Kansas",2.65,"2,569","287",44,11.2,1.61,0,165.6,1.43657608695652,3.80692663043478
"616",1996,505,"Kentucky",4.25,"3,877","658",79,17,1.86,0,165.6,1.43657608695652,6.10544836956522
"617",1996,534,"Louisiana",4.25,"4,263","873",93,20.5,1.94,1,165.6,1.43657608695652,6.10544836956522
"618",1996,563,"Maine",4.25,"1,203","135",23,11.2,1.78,0,165.6,1.43657608695652,6.10544836956522
"619",1996,592,"Maryland",4.25,"5,085","522",86,10.3,1.61,0,165.6,1.43657608695652,6.10544836956522
"620",1996,621,"Massachusetts",4.75,"6,150","622",72,10.1,1.12,0,165.6,1.43657608695652,6.82373641304348
"621",1996,650,"Michigan",3.35,"9,572","1,068",101,11.2,1,0,165.6,1.43657608695652,4.81252989130435
"622",1996,679,"Minnesota",4.25,"4,690","458",73,9.8,1.47,0,165.6,1.43657608695652,6.10544836956522
"623",1996,708,"Mississippi",4.25,"2,797","575",62,20.6,1.97,1,165.6,1.43657608695652,6.10544836956522
"624",1996,737,"Missouri",4.25,"5,268","500",84,9.5,1.52,0,165.6,1.43657608695652,6.10544836956522
"625",1996,766,"Montana",4.25,"908","155",18,17,1.8,0,165.6,1.43657608695652,6.10544836956522
"626",1996,795,"Nebraska",4.25,"1,666","169",27,10.2,1.55,0,165.6,1.43657608695652,6.10544836956522
"627",1996,824,"Nevada",4.25,"1,634","133",25,8.1,1.45,0,165.6,1.43657608695652,6.10544836956522
"628",1996,853,"New Hampshire",4.25,"1,142","73",17,6.4,1.44,0,165.6,1.43657608695652,6.10544836956522
"629",1996,882,"New Jersey",5.05,"7,858","726",78,9.2,0.95,0,165.6,1.43657608695652,7.25470923913043
"630",1996,911,"New Mexico",4.25,"1,847","472",44,25.5,2.07,0,165.6,1.43657608695652,6.10544836956522
"631",1996,940,"New York",4.25,"18,345","3,058",167,16.7,0.84,0,165.6,1.43657608695652,6.10544836956522
"632",1996,969,"North Carolina",4.25,"7,254","885",93,12.2,1.2,0,165.6,1.43657608695652,6.10544836956522
"633",1996,998,"North Dakota",4.25,"628","69",11,11,1.61,0,165.6,1.43657608695652,6.10544836956522
"634",1996,1027,"Ohio",4.25,"11,254","1,424",122,12.7,1.02,0,165.6,1.43657608695652,6.10544836956522
"635",1996,1056,"Oklahoma",4.25,"3,344","556",65,16.6,1.77,0,165.6,1.43657608695652,6.10544836956522
"636",1996,1085,"Oregon",4.75,"3,234","382",58,11.8,1.7,0,165.6,1.43657608695652,6.82373641304348
"637",1996,1114,"Pennsylvania",4.25,"11,889","1,374",117,11.6,0.93,0,165.6,1.43657608695652,6.10544836956522
"638",1996,1169,"Poverty Threshold",7.71,NA,NA,NA,NA,NA,0,165.6,1.43657608695652,11.0760016304348
"639",1996,1200,"Rhode Island",4.45,"940","104",18,11,1.8,0,165.6,1.43657608695652,6.39276358695652
"640",1996,1229,"South Carolina",4.25,"3,698","482",71,13,1.79,1,165.6,1.43657608695652,6.10544836956522
"641",1996,1258,"South Dakota",4.25,"701","82",12,11.8,1.62,0,165.6,1.43657608695652,6.10544836956522
"642",1996,1287,"Tennessee",4.25,"5,528","878",110,15.9,1.83,1,165.6,1.43657608695652,6.10544836956522
"643",1996,1316,"Texas",3.35,"19,184","3,180",199,16.6,0.95,0,165.6,1.43657608695652,4.81252989130435
"644",1996,1345,"Utah",4.25,"1,998","153",26,7.7,1.26,0,165.6,1.43657608695652,6.10544836956522
"645",1996,1374,"Vermont",4.75,"586","74",12,12.6,1.87,0,165.6,1.43657608695652,6.82373641304348
"646",1996,1403,"Virginia",4.25,"6,481","795",110,12.3,1.6,0,165.6,1.43657608695652,6.10544836956522
"647",1996,1432,"Washington",4.9,"5,620","666",101,11.9,1.68,0,165.6,1.43657608695652,7.03922282608696
"648",1996,1461,"West Virginia",4.25,"1,745","323",36,18.5,1.87,0,165.6,1.43657608695652,6.10544836956522
"649",1996,1490,"Wisconsin",4.25,"5,205","460",77,8.8,1.41,0,165.6,1.43657608695652,6.10544836956522
"650",1996,1519,"Wyoming",1.6,"486","58",8,11.9,1.64,0,165.6,1.43657608695652,2.29852173913044
"651",1997,13,"Alabama",4.75,"4,243","665",83,15.7,1.81,1,169.5,1.40352212389381,6.66673008849557
"652",1997,42,"Alaska",5.25,"640","56",9,8.8,1.4,0,169.5,1.40352212389381,7.36849115044248
"653",1997,71,"Arizona",4.75,"4,643","797",89,17.2,1.76,1,169.5,1.40352212389381,6.66673008849557
"654",1997,100,"Arkansas",4.25,"2,621","515",56,19.7,1.92,0,169.5,1.40352212389381,5.96496902654867
"655",1997,129,"California",4.75,"32,877","5,459",268,16.6,0.75,0,169.5,1.40352212389381,6.66673008849557
"656",1997,158,"Colorado",4.75,"3,921","320",56,8.2,1.36,0,169.5,1.40352212389381,6.66673008849557
"657",1997,187,"Connecticut",4.77,"3,296","282",54,8.6,1.57,0,169.5,1.40352212389381,6.69480053097345
"658",1997,216,"Delaware",5,"749","72",13,9.6,1.63,0,169.5,1.40352212389381,7.01761061946903
"659",1997,245,"Federal",4.75,NA,NA,NA,NA,NA,0,169.5,1.40352212389381,6.66673008849557
"660",1997,274,"Florida",4.75,"14,354","2,056",143,14.3,0.93,1,169.5,1.40352212389381,6.66673008849557
"661",1997,303,"Georgia",3.25,"7,631","1,109",127,14.5,1.54,0,169.5,1.40352212389381,4.56144690265487
"662",1997,332,"Hawaii",5.25,"1,182","164",24,13.9,1.92,0,169.5,1.40352212389381,7.36849115044248
"663",1997,361,"Idaho",4.25,"1,251","183",23,14.7,1.67,0,169.5,1.40352212389381,5.96496902654867
"664",1997,390,"Illinois",4.75,"12,065","1,349",118,11.2,0.92,0,169.5,1.40352212389381,6.66673008849557
"665",1997,419,"Indiana",3.35,"5,849","515",86,8.8,1.4,0,169.5,1.40352212389381,4.70179911504425
"666",1997,448,"Iowa",4.75,"2,820","270",45,9.6,1.5,0,169.5,1.40352212389381,6.66673008849557
"667",1997,477,"Kansas",2.65,"2,583","250",41,9.7,1.51,0,169.5,1.40352212389381,3.71933362831858
"668",1997,506,"Kentucky",4.25,"3,913","623",77,15.9,1.81,0,169.5,1.40352212389381,5.96496902654867
"669",1997,535,"Louisiana",4.75,"4,241","691",82,16.3,1.78,1,169.5,1.40352212389381,6.66673008849557
"670",1997,564,"Maine",4.75,"1,222","124",22,10.1,1.69,0,169.5,1.40352212389381,6.66673008849557
"671",1997,593,"Maryland",4.75,"5,043","422",78,8.4,1.48,0,169.5,1.40352212389381,6.66673008849557
"672",1997,622,"Massachusetts",5.25,"5,991","732",78,12.2,1.23,0,169.5,1.40352212389381,7.36849115044248
"673",1997,651,"Michigan",3.35,"9,783","1,006",98,10.3,0.95,0,169.5,1.40352212389381,4.70179911504425
"674",1997,680,"Minnesota",4.25,"4,748","457",73,9.6,1.45,0,169.5,1.40352212389381,5.96496902654867
"675",1997,709,"Mississippi",4.75,"2,731","455",55,16.7,1.84,1,169.5,1.40352212389381,6.66673008849557
"676",1997,738,"Missouri",4.75,"5,315","627",94,11.8,1.67,0,169.5,1.40352212389381,6.66673008849557
"677",1997,767,"Montana",4.75,"892","139",17,15.6,1.75,0,169.5,1.40352212389381,6.66673008849557
"678",1997,796,"Nebraska",4.25,"1,658","163",27,9.8,1.53,0,169.5,1.40352212389381,5.96496902654867
"679",1997,825,"Nevada",4.75,"1,723","190",29,11,1.61,0,169.5,1.40352212389381,6.66673008849557
"680",1997,854,"New Hampshire",4.75,"1,197","109",21,9.1,1.65,0,169.5,1.40352212389381,6.66673008849557
"681",1997,883,"New Jersey",5.05,"7,967","737",79,9.3,0.95,0,169.5,1.40352212389381,7.08778672566372
"682",1997,912,"New Mexico",4.25,"1,823","387",40,21.2,1.95,0,169.5,1.40352212389381,5.96496902654867
"683",1997,941,"New York",4.25,"18,103","2,979",165,16.5,0.84,0,169.5,1.40352212389381,5.96496902654867
"684",1997,970,"North Carolina",4.25,"7,345","839",90,11.4,1.16,0,169.5,1.40352212389381,5.96496902654867
"685",1997,999,"North Dakota",4.75,"638","87",12,13.6,1.75,0,169.5,1.40352212389381,6.66673008849557
"686",1997,1028,"Ohio",4.25,"11,212","1,231",114,11,0.96,0,169.5,1.40352212389381,5.96496902654867
"687",1997,1057,"Oklahoma",4.75,"3,321","456",59,13.7,1.64,0,169.5,1.40352212389381,6.66673008849557
"688",1997,1086,"Oregon",5.5,"3,284","382",58,11.6,1.67,0,169.5,1.40352212389381,7.71937168141593
"689",1997,1115,"Pennsylvania",4.75,"11,904","1,337",115,11.2,0.91,0,169.5,1.40352212389381,6.66673008849557
"690",1997,1170,"Poverty Threshold",7.88,NA,NA,NA,NA,NA,0,169.5,1.40352212389381,11.0597543362832
"691",1997,1201,"Rhode Island",5.15,"943","120",19,12.7,1.92,0,169.5,1.40352212389381,7.2281389380531
"692",1997,1230,"South Carolina",4.75,"3,813","500",72,13.1,1.77,1,169.5,1.40352212389381,6.66673008849557
"693",1997,1259,"South Dakota",4.25,"708","117",14,16.5,1.85,0,169.5,1.40352212389381,5.96496902654867
"694",1997,1288,"Tennessee",4.75,"5,536","791",105,14.3,1.75,1,169.5,1.40352212389381,6.66673008849557
"695",1997,1317,"Texas",3.35,"19,688","3,297",202,16.7,0.94,0,169.5,1.40352212389381,4.70179911504425
"696",1997,1346,"Utah",4.75,"2,085","185",29,8.9,1.31,0,169.5,1.40352212389381,6.66673008849557
"697",1997,1375,"Vermont",5,"580","54",10,9.3,1.65,0,169.5,1.40352212389381,7.01761061946903
"698",1997,1404,"Virginia",4.75,"6,747","858",115,12.7,1.59,0,169.5,1.40352212389381,6.66673008849557
"699",1997,1433,"Washington",4.9,"5,735","529",90,9.2,1.49,0,169.5,1.40352212389381,6.87725840707965
"700",1997,1462,"West Virginia",4.25,"1,742","286",34,16.4,1.79,0,169.5,1.40352212389381,5.96496902654867
"701",1997,1491,"Wisconsin",4.75,"5,120","422",73,8.2,1.37,0,169.5,1.40352212389381,6.66673008849557
"702",1997,1520,"Wyoming",1.6,"490","66",9,13.5,1.73,0,169.5,1.40352212389381,2.24563539823009
"703",1998,14,"Alabama",5.15,"4,190","609",80,14.5,1.76,1,173.4,1.37195501730104,7.06556833910035
"704",1998,43,"Alaska",5.65,"641","60",10,9.4,1.44,0,173.4,1.37195501730104,7.75154584775087
"705",1998,72,"Arizona",5.15,"4,887","812",90,16.6,1.69,1,173.4,1.37195501730104,7.06556833910035
"706",1998,101,"Arkansas",5.15,"2,559","377",48,14.7,1.73,0,173.4,1.37195501730104,7.06556833910035
"707",1998,130,"California",5.15,"33,292","5,118",259,15.4,0.72,0,173.4,1.37195501730104,7.06556833910035
"708",1998,159,"Colorado",5.15,"3,966","363",59,9.2,1.42,0,173.4,1.37195501730104,7.06556833910035
"709",1998,188,"Connecticut",5.18,"3,275","310",57,9.5,1.65,0,173.4,1.37195501730104,7.10672698961938
"710",1998,217,"Delaware",5.15,"781","80",14,10.3,1.64,0,173.4,1.37195501730104,7.06556833910035
"711",1998,246,"Federal",5.15,NA,NA,NA,NA,NA,0,173.4,1.37195501730104,7.06556833910035
"712",1998,275,"Florida",5.15,"14,629","1,923",139,13.1,0.89,1,173.4,1.37195501730104,7.06556833910035
"713",1998,304,"Georgia",3.25,"7,634","1,034",122,13.5,1.49,0,173.4,1.37195501730104,4.45885380622837
"714",1998,333,"Hawaii",5.25,"1,201","131",22,10.9,1.72,0,173.4,1.37195501730104,7.20276384083045
"715",1998,362,"Idaho",5.15,"1,273","165",22,13,1.58,0,173.4,1.37195501730104,7.06556833910035
"716",1998,391,"Illinois",5.15,"12,255","1,234",113,10.1,0.88,0,173.4,1.37195501730104,7.06556833910035
"717",1998,420,"Indiana",3.35,"5,830","547",88,9.4,1.44,0,173.4,1.37195501730104,4.59604930795848
"718",1998,449,"Iowa",5.15,"2,834","257",44,9.1,1.47,0,173.4,1.37195501730104,7.06556833910035
"719",1998,478,"Kansas",2.65,"2,615","250",41,9.6,1.49,0,173.4,1.37195501730104,3.63568079584775
"720",1998,507,"Kentucky",4.25,"3,860","521",70,13.5,1.7,0,173.4,1.37195501730104,5.83080882352941
"721",1998,536,"Louisiana",5.15,"4,305","821",90,19.1,1.88,1,173.4,1.37195501730104,7.06556833910035
"722",1998,565,"Maine",5.15,"1,263","131",22,10.4,1.68,0,173.4,1.37195501730104,7.06556833910035
"723",1998,594,"Maryland",5.15,"5,014","359",72,7.2,1.38,0,173.4,1.37195501730104,7.06556833910035
"724",1998,623,"Massachusetts",5.25,"6,100","528",67,8.7,1.04,0,173.4,1.37195501730104,7.20276384083045
"725",1998,652,"Michigan",5.15,"10,012","1,097",103,11,0.97,0,173.4,1.37195501730104,7.06556833910035
"726",1998,681,"Minnesota",5.15,"4,815","498",76,10.3,1.49,0,173.4,1.37195501730104,7.06556833910035
"727",1998,710,"Mississippi",5.15,"2,758","486",57,17.6,1.87,1,173.4,1.37195501730104,7.06556833910035
"728",1998,739,"Missouri",5.15,"5,399","531",87,9.8,1.53,0,173.4,1.37195501730104,7.06556833910035
"729",1998,768,"Montana",5.15,"922","153",18,16.6,1.76,0,173.4,1.37195501730104,7.06556833910035
"730",1998,797,"Nebraska",5.15,"1,713","211",30,12.3,1.66,0,173.4,1.37195501730104,7.06556833910035
"731",1998,826,"Nevada",5.15,"1,845","195",30,10.6,1.53,0,173.4,1.37195501730104,7.06556833910035
"732",1998,855,"New Hampshire",5.15,"1,216","119",22,9.8,1.69,0,173.4,1.37195501730104,7.06556833910035
"733",1998,884,"New Jersey",5.05,"8,072","693",77,8.6,0.91,0,173.4,1.37195501730104,6.92837283737024
"734",1998,913,"New Mexico",4.25,"1,823","371",39,20.4,1.92,0,173.4,1.37195501730104,5.83080882352941
"735",1998,942,"New York",4.25,"18,370","3,068",167,16.7,0.84,0,173.4,1.37195501730104,5.83080882352941
"736",1998,971,"North Carolina",5.15,"7,412","1,039",101,14,1.26,0,173.4,1.37195501730104,7.06556833910035
"737",1998,1000,"North Dakota",5.15,"644","97",13,15.1,1.82,0,173.4,1.37195501730104,7.06556833910035
"738",1998,1029,"Ohio",4.25,"11,201","1,253",115,11.2,0.97,0,173.4,1.37195501730104,5.83080882352941
"739",1998,1058,"Oklahoma",5.15,"3,251","458",59,14.1,1.68,0,173.4,1.37195501730104,7.06556833910035
"740",1998,1087,"Oregon",6,"3,352","503",67,15,1.84,0,173.4,1.37195501730104,8.23173010380623
"741",1998,1116,"Pennsylvania",5.15,"11,890","1,338",115,11.3,0.91,0,173.4,1.37195501730104,7.06556833910035
"742",1998,1171,"Poverty Threshold",8.01,NA,NA,NA,NA,NA,0,173.4,1.37195501730104,10.9893596885813
"743",1998,1202,"Rhode Island",5.15,"965","112",19,11.6,1.82,0,173.4,1.37195501730104,7.06556833910035
"744",1998,1231,"South Carolina",5.15,"3,851","527",74,13.7,1.79,1,173.4,1.37195501730104,7.06556833910035
"745",1998,1260,"South Dakota",5.15,"710","77",12,10.8,1.55,0,173.4,1.37195501730104,7.06556833910035
"746",1998,1289,"Tennessee",5.15,"5,569","749",102,13.4,1.7,1,173.4,1.37195501730104,7.06556833910035
"747",1998,1318,"Texas",3.35,"19,889","2,994",193,15.1,0.9,0,173.4,1.37195501730104,4.59604930795848
"748",1998,1347,"Utah",5.15,"2,106","190",29,9,1.32,0,173.4,1.37195501730104,7.06556833910035
"749",1998,1376,"Vermont",5.25,"592","58",10,9.9,1.68,0,173.4,1.37195501730104,7.20276384083045
"750",1998,1405,"Virginia",5.15,"6,679","589",95,8.8,1.36,0,173.4,1.37195501730104,7.06556833910035
"751",1998,1434,"Washington",4.9,"5,729","512",88,8.9,1.47,0,173.4,1.37195501730104,6.72257958477509
"752",1998,1463,"West Virginia",4.75,"1,748","312",36,17.8,1.84,0,173.4,1.37195501730104,6.51678633217993
"753",1998,1492,"Wisconsin",5.15,"5,127","449",76,8.8,1.41,0,173.4,1.37195501730104,7.06556833910035
"754",1998,1521,"Wyoming",1.6,"484","51",8,10.6,1.56,0,173.4,1.37195501730104,2.19512802768166
"755",1999,1172,"Poverty Threshold",8.19,NA,NA,NA,NA,NA,0,177,1.34405084745763,11.007776440678
"756",2000,15,"Alabama",5.15,"4,376","583",53,13.3,1.12,1,181.3,1.31217319360176,6.75769194704909
"757",2000,44,"Alaska",5.65,"620","47",5,7.6,0.85,0,181.3,1.31217319360176,7.41377854384997
"758",2000,73,"Arizona",5.15,"5,181","607",63,11.7,1.14,1,181.3,1.31217319360176,6.75769194704909
"759",2000,102,"Arkansas",5.15,"2,650","436",38,16.5,1.3,0,181.3,1.31217319360176,6.75769194704909
"760",2000,131,"California",5.75,"33,889","4,294",191,12.7,0.53,0,181.3,1.31217319360176,7.54499586321015
"761",2000,160,"Colorado",5.15,"4,334","425",39,9.8,0.86,0,181.3,1.31217319360176,6.75769194704909
"762",2000,189,"Connecticut",6.15,"3,365","258",27,7.7,0.77,0,181.3,1.31217319360176,8.06986514065085
"763",2000,218,"Delaware",5.65,"777","65",8,8.4,0.94,0,181.3,1.31217319360176,7.41377854384997
"764",2000,247,"Federal",5.15,NA,NA,NA,NA,NA,0,181.3,1.31217319360176,6.75769194704909
"765",2000,276,"Florida",5.15,"15,991","1,754",103,11,0.61,1,181.3,1.31217319360176,6.75769194704909
"766",2000,305,"Georgia",3.25,"8,112","982",92,12.1,1.07,0,181.3,1.31217319360176,4.26456287920574
"767",2000,334,"Hawaii",5.25,"1,195","106",12,8.9,0.94,0,181.3,1.31217319360176,6.88890926640927
"768",2000,363,"Idaho",5.15,"1,289","162",16,12.5,1.16,0,181.3,1.31217319360176,6.75769194704909
"769",2000,392,"Illinois",5.15,"12,269","1,307",87,10.7,0.67,0,181.3,1.31217319360176,6.75769194704909
"770",2000,421,"Indiana",5.15,"6,007","513",49,8.5,0.79,0,181.3,1.31217319360176,6.75769194704909
"771",2000,450,"Iowa",5.15,"2,858","237",25,8.3,0.85,0,181.3,1.31217319360176,6.75769194704909
"772",2000,479,"Kansas",2.65,"2,649","213",23,8,0.84,0,181.3,1.31217319360176,3.47725896304468
"773",2000,508,"Kentucky",5.15,"3,995","502",46,12.6,1.08,0,181.3,1.31217319360176,6.75769194704909
"774",2000,537,"Louisiana",5.15,"4,354","750",63,17.2,1.32,1,181.3,1.31217319360176,6.75769194704909
"775",2000,566,"Maine",5.15,"1,267","128",12,10.1,0.87,0,181.3,1.31217319360176,6.75769194704909
"776",2000,595,"Maryland",5.15,"5,241","386",43,7.4,0.79,0,181.3,1.31217319360176,6.75769194704909
"777",2000,624,"Massachusetts",6,"6,284","618",54,9.8,0.82,0,181.3,1.31217319360176,7.87303916161059
"778",2000,653,"Michigan",5.15,"9,813","967",71,9.9,0.69,0,181.3,1.31217319360176,6.75769194704909
"779",2000,682,"Minnesota",5.03,"4,890","276",34,5.7,0.68,0,181.3,1.31217319360176,6.60023116381688
"780",2000,711,"Mississippi",5.15,"2,794","418",39,14.9,1.3,1,181.3,1.31217319360176,6.75769194704909
"781",2000,740,"Missouri",5.15,"5,517","505",51,9.2,0.87,0,181.3,1.31217319360176,6.75769194704909
"782",2000,769,"Montana",4.58,"888","126",12,14.1,1.29,0,181.3,1.31217319360176,6.00975322669608
"783",2000,798,"Nebraska",5.15,"1,679","145",16,8.6,0.92,0,181.3,1.31217319360176,6.75769194704909
"784",2000,827,"Nevada",5.15,"2,045","180",19,8.8,0.88,0,181.3,1.31217319360176,6.75769194704909
"785",2000,856,"New Hampshire",5.15,"1,231","56",8,4.5,0.62,0,181.3,1.31217319360176,6.75769194704909
"786",2000,885,"New Jersey",5.15,"8,384","612",54,7.3,0.62,0,181.3,1.31217319360176,6.75769194704909
"787",2000,914,"New Mexico",4.25,"1,790","312",29,17.5,1.49,0,181.3,1.31217319360176,5.5767360728075
"788",2000,943,"New York",4.25,"18,752","2,604",118,13.9,0.59,0,181.3,1.31217319360176,5.5767360728075
"789",2000,972,"North Carolina",5.15,"7,983","1,000",76,12.5,0.89,0,181.3,1.31217319360176,6.75769194704909
"790",2000,1001,"North Dakota",5.15,"622","65",6,10.4,0.97,0,181.3,1.31217319360176,6.75769194704909
"791",2000,1030,"Ohio",3.53,"11,160","1,117",80,10,0.68,0,181.3,1.31217319360176,4.63197137341423
"792",2000,1059,"Oklahoma",3.58,"3,378","503",43,14.9,1.18,0,181.3,1.31217319360176,4.69758003309432
"793",2000,1088,"Oregon",6.5,"3,415","371",36,10.9,1.01,0,181.3,1.31217319360176,8.52912575841147
"794",2000,1117,"Pennsylvania",5.15,"12,044","1,033",74,8.6,0.59,0,181.3,1.31217319360176,6.75769194704909
"795",2000,1173,"Poverty Threshold",8.46,NA,NA,NA,NA,NA,0,181.3,1.31217319360176,11.1009852178709
"796",2000,1203,"Rhode Island",5.65,"1,035","106",9,10.2,0.87,0,181.3,1.31217319360176,7.41377854384997
"797",2000,1232,"South Carolina",5.15,"3,964","441",43,11.1,1.02,1,181.3,1.31217319360176,6.75769194704909
"798",2000,1261,"South Dakota",5.15,"737","79",7,10.7,0.94,0,181.3,1.31217319360176,6.75769194704909
"799",2000,1290,"Tennessee",5.15,"5,630","759",72,13.5,1.18,1,181.3,1.31217319360176,6.75769194704909
"800",2000,1319,"Texas",3.35,"20,695","3,204",158,15.5,0.71,0,181.3,1.31217319360176,4.39578019856591
"801",2000,1348,"Utah",5.15,"2,239","170",20,7.6,0.87,0,181.3,1.31217319360176,6.75769194704909
"802",2000,1377,"Vermont",5.75,"599","60",6,10,0.94,0,181.3,1.31217319360176,7.54499586321015
"803",2000,1406,"Virginia",5.15,"6,977","577",63,8.3,0.86,0,181.3,1.31217319360176,6.75769194704909
"804",2000,1435,"Washington",6.5,"5,863","634",62,10.8,1,0,181.3,1.31217319360176,8.52912575841147
"805",2000,1464,"West Virginia",5.15,"1,773","261",21,14.7,1.09,0,181.3,1.31217319360176,6.75769194704909
"806",2000,1493,"Wisconsin",5.15,"5,308","493",46,9.3,0.83,0,181.3,1.31217319360176,6.75769194704909
"807",2000,1522,"Wyoming",1.6,"485","52",5,10.8,1.02,0,181.3,1.31217319360176,2.09947710976282
"808",2001,16,"Alabama",5.15,"4,378","696",57,15.9,1.21,1,186.1,1.27832885545406,6.58339360558839
"809",2001,45,"Alaska",5.65,"632","54",6,8.5,0.88,0,186.1,1.27832885545406,7.22255803331542
"810",2001,74,"Arizona",5.15,"5,314","778",71,14.6,1.24,1,186.1,1.27832885545406,6.58339360558839
"811",2001,103,"Arkansas",5.15,"2,650","472",39,17.8,1.35,0,186.1,1.27832885545406,6.58339360558839
"812",2001,132,"California",6.25,"34,394","4,321",191,12.6,0.52,0,186.1,1.27832885545406,7.98955534658786
"813",2001,161,"Colorado",5.15,"4,402","383",37,8.7,0.81,0,186.1,1.27832885545406,6.58339360558839
"814",2001,190,"Connecticut",6.4,"3,385","249",27,7.3,0.76,0,186.1,1.27832885545406,8.18130467490596
"815",2001,219,"Delaware",6.15,"790","53",7,6.7,0.85,0,186.1,1.27832885545406,7.86172246104245
"816",2001,248,"Federal",5.15,NA,NA,NA,NA,NA,0,186.1,1.27832885545406,6.58339360558839
"817",2001,277,"Florida",5.15,"16,316","2,077",112,12.7,0.65,1,186.1,1.27832885545406,6.58339360558839
"818",2001,306,"Georgia",3.25,"8,261","1,069",96,12.9,1.09,0,186.1,1.27832885545406,4.15456878022569
"819",2001,335,"Hawaii",5.25,"1,205","138",13,11.4,1.05,0,186.1,1.27832885545406,6.7112264911338
"820",2001,364,"Idaho",5.15,"1,314","151",15,11.5,1.11,0,186.1,1.27832885545406,6.58339360558839
"821",2001,393,"Illinois",5.15,"12,314","1,249",85,10.1,0.65,0,186.1,1.27832885545406,6.58339360558839
"822",2001,422,"Indiana",5.15,"6,030","511",49,8.5,0.78,0,186.1,1.27832885545406,6.58339360558839
"823",2001,451,"Iowa",5.15,"2,858","212",24,7.4,0.8,0,186.1,1.27832885545406,6.58339360558839
"824",2001,480,"Kansas",2.65,"2,635","267",26,10.1,0.94,0,186.1,1.27832885545406,3.38757146695325
"825",2001,509,"Kentucky",5.15,"3,989","503",46,12.6,1.08,0,186.1,1.27832885545406,6.58339360558839
"826",2001,538,"Louisiana",5.15,"4,372","709",61,16.2,1.29,1,186.1,1.27832885545406,6.58339360558839
"827",2001,567,"Maine",5.15,"1,277","132",12,10.3,0.88,0,186.1,1.27832885545406,6.58339360558839
"828",2001,596,"Maryland",5.15,"5,318","385",43,7.2,0.77,0,186.1,1.27832885545406,6.58339360558839
"829",2001,625,"Massachusetts",6.75,"6,302","561",52,8.9,0.79,0,186.1,1.27832885545406,8.62871977431488
"830",2001,654,"Michigan",5.15,"9,880","927",70,9.4,0.67,0,186.1,1.27832885545406,6.58339360558839
"831",2001,683,"Minnesota",5.03,"4,910","361",39,7.4,0.77,0,186.1,1.27832885545406,6.42999414293391
"832",2001,712,"Mississippi",5.15,"2,794","539",45,19.3,1.44,1,186.1,1.27832885545406,6.58339360558839
"833",2001,741,"Missouri",5.15,"5,513","537",52,9.7,0.9,0,186.1,1.27832885545406,6.58339360558839
"834",2001,770,"Montana",4.58,"891","119",12,13.3,1.25,0,186.1,1.27832885545406,5.85474615797958
"835",2001,799,"Nebraska",5.15,"1,680","158",17,9.4,0.95,0,186.1,1.27832885545406,6.58339360558839
"836",2001,828,"Nevada",5.15,"2,129","152",17,7.1,0.78,0,186.1,1.27832885545406,6.58339360558839
"837",2001,857,"New Hampshire",5.15,"1,254","81",9,6.5,0.73,0,186.1,1.27832885545406,6.58339360558839
"838",2001,886,"New Jersey",5.15,"8,456","683",57,8.1,0.65,0,186.1,1.27832885545406,6.58339360558839
"839",2001,915,"New Mexico",4.25,"1,795","323",30,18,1.5,0,186.1,1.27832885545406,5.43289763567974
"840",2001,944,"New York",5.15,"18,783","2,664",119,14.2,0.59,0,186.1,1.27832885545406,6.58339360558839
"841",2001,973,"North Carolina",5.15,"8,084","1,013",76,12.5,0.88,0,186.1,1.27832885545406,6.58339360558839
"842",2001,1002,"North Dakota",5.15,"620","86",7,13.8,1.1,0,186.1,1.27832885545406,6.58339360558839
"843",2001,1031,"Ohio",3.53,"11,178","1,174",82,10.5,0.69,0,186.1,1.27832885545406,4.51250085975282
